time,is_exploiting,x,z,y
0,false,,,
1,0,7.50,-1.34,4.71
1,0,7.72,-2.98,8.03
1,0,24.46,-2.87,9.23
1,0,38.30,1.40,8.17
1,0,49.87,2.91,9.02
1,0,61.93,10.02,8.67
1,0,60.42,25.25,13.18
1,0,60.36,31.95,14.91
1,0,57.44,42.64,18.20
1,0,45.31,42.28,21.14
1,0,30.80,43.22,4.58
1,0,20.42,40.18,14.33
1,0,2.88,43.95,6.78
2,0,8.38,0.28,5.60
2,0,7.92,0.22,8.08
2,0,22.34,0.66,8.86
2,0,39.21,1.80,11.53
2,0,49.50,6.26,12.18
2,0,59.35,10.00,9.62
2,0,60.42,21.23,12.74
2,0,61.72,32.18,15.74
2,0,59.99,45.52,14.95
2,0,42.97,42.97,22.21
2,0,31.53,43.66,7.85
2,0,18.07,37.99,12.12
2,0,4.00,41.03,6.79
3,0,8.04,-2.28,9.08
3,0,6.45,-2.28,5.59
3,0,27.46,-3.36,11.35
3,0,38.99,0.87,8.17
3,0,49.32,2.94,10.08
3,0,59.32,10.74,8.85
3,0,60.27,20.76,13.06
3,0,61.27,33.16,14.01
3,0,61.99,43.85,16.95
3,0,42.83,44.82,21.82
3,0,29.87,43.40,5.43
3,0,18.95,38.40,11.18
3,0,4.24,41.44,3.64
4,0,5.01,-0.69,5.11
4,0,6.60,-2.95,3.90
4,0,23.87,-3.47,10.26
4,0,36.52,0.82,11.06
4,0,48.32,3.68,8.75
4,0,62.51,12.52,13.42
4,0,61.97,20.82,13.47
4,0,60.61,33.01,18.22
4,0,58.00,43.97,14.89
4,0,42.87,46.02,21.27
4,0,31.25,43.32,3.86
4,0,22.65,38.52,11.61
4,0,4.31,42.00,3.81
5,0,5.37,0.05,4.46
5,0,6.29,-3.04,6.35
5,0,21.97,-1.47,9.85
5,0,35.77,1.38,8.23
5,0,48.37,2.51,8.84
5,0,61.68,10.46,10.36
5,0,64.28,23.88,12.46
5,0,64.39,31.29,14.82
5,0,56.35,43.74,17.65
5,0,44.38,43.39,21.53
5,0,30.00,48.48,5.82
5,0,23.47,39.54,12.71
5,0,3.86,40.66,4.00
6,0,5.53,-2.41,4.93
6,0,8.33,-1.49,6.78
6,0,23.48,-1.73,10.86
6,0,35.44,-0.34,11.94
6,0,50.46,6.10,9.51
6,0,59.87,10.02,8.43
6,0,61.63,24.60,13.75
6,0,61.80,32.91,14.85
6,0,56.26,42.62,19.02
6,0,43.06,43.76,21.28
6,0,30.47,46.44,5.19
6,0,18.23,40.30,13.33
6,0,4.19,40.82,4.74
7,0,5.55,0.82,7.79
7,0,10.22,-1.37,4.67
7,0,21.84,-1.36,12.83
7,0,35.93,4.75,9.95
7,0,49.01,5.57,12.27
7,0,59.50,10.73,9.43
7,0,61.76,21.17,12.66
7,0,63.57,31.69,16.24
7,0,57.10,42.54,15.00
7,0,44.42,44.01,21.73
7,0,33.67,44.69,3.73
7,0,18.69,38.35,16.62
7,0,3.13,42.43,7.07
8,0,5.34,-2.42,5.20
8,0,6.10,-0.75,5.66
8,0,22.91,-0.24,8.85
8,0,40.51,2.58,8.69
8,0,50.53,6.03,8.89
8,0,60.98,11.91,8.14
8,0,61.02,21.47,12.88
8,0,62.82,32.25,14.30
8,0,56.31,46.54,14.45
8,0,46.86,42.36,21.98
8,0,33.04,43.66,4.66
8,0,17.95,42.02,12.98
8,0,2.63,41.50,4.04
9,0,7.09,-0.99,5.49
9,0,7.79,-3.00,5.06
9,0,22.59,-2.76,9.10
9,0,39.26,4.88,12.47
9,0,49.10,5.28,8.97
9,0,59.22,10.24,12.71
9,0,63.87,22.15,14.42
9,0,60.46,32.11,15.01
9,0,57.66,42.61,14.53
9,0,43.93,45.94,21.58
9,0,34.44,44.10,3.86
9,0,18.32,38.56,11.29
9,0,3.65,41.90,4.50
10,0,5.00,-1.66,5.55
10,0,7.56,-0.52,3.68
10,0,25.46,-3.28,12.43
10,0,35.25,0.44,10.71
10,0,49.70,2.54,9.22
10,0,60.70,10.62,8.75
10,0,60.88,20.98,12.82
10,0,60.40,31.53,14.26
10,0,58.29,45.73,15.49
10,0,44.77,42.62,26.91
10,0,31.43,42.75,4.04
10,0,22.48,38.32,11.85
10,0,6.20,40.95,6.75
11,0,6.74,-2.89,8.95
11,0,5.61,-1.95,3.54
11,0,25.30,-2.58,9.19
11,0,34.68,-0.22,9.78
11,0,49.55,5.93,9.79
11,0,59.28,10.03,9.24
11,0,60.92,21.75,16.24
11,0,63.30,32.06,16.38
11,0,59.30,42.98,15.63
11,0,44.02,42.31,21.62
11,0,31.97,43.89,3.43
11,0,20.19,39.20,11.25
11,0,2.48,41.54,5.93
12,0,7.64,-2.32,4.80
12,0,6.85,-2.86,4.89
12,0,21.71,-0.83,10.97
12,0,34.95,0.29,10.46
12,0,50.45,2.90,12.34
12,0,62.62,13.69,8.23
12,0,60.72,24.45,12.68
12,0,60.34,33.07,17.01
12,0,57.38,46.78,14.56
12,0,47.83,44.81,21.12
12,0,30.23,44.84,3.88
12,0,21.78,38.34,13.64
12,0,4.03,42.75,6.26
13,0,5.23,-0.77,5.34
13,0,5.39,-2.92,3.75
13,0,22.16,-1.91,8.75
13,0,35.02,0.55,11.81
13,0,48.07,5.76,9.73
13,0,59.48,10.70,8.10
13,0,61.01,20.69,15.82
13,0,61.11,31.37,17.33
13,0,61.24,44.42,18.99
13,0,42.86,42.92,21.26
13,0,30.36,44.01,4.07
13,0,18.31,37.77,12.44
13,0,8.33,45.49,9.23
14,0,7.06,-3.01,4.03
14,0,8.89,-3.03,6.13
14,0,21.64,-1.32,10.59
14,0,34.96,2.34,7.79
14,0,49.48,4.26,9.10
14,0,62.20,10.95,9.86
14,0,61.16,21.55,13.29
14,0,64.72,33.19,14.92
14,0,56.45,45.45,15.39
14,0,43.08,42.95,22.39
14,0,30.11,43.21,4.21
14,0,23.48,38.38,11.57
14,0,3.89,41.22,3.57
15,0,6.80,-1.92,4.75
15,0,6.49,-0.42,5.91
15,0,25.49,-2.20,9.00
15,0,37.04,0.21,10.73
15,0,52.20,2.77,8.75
15,0,60.72,10.74,13.43
15,0,60.51,21.28,14.92
15,0,62.57,30.95,14.29
15,0,58.17,43.07,17.94
15,0,45.22,45.20,21.59
15,0,29.56,44.10,8.98
15,0,18.00,41.87,16.44
15,0,2.67,43.40,4.46
16,0,5.58,-0.81,4.10
16,0,7.51,0.42,5.09
16,0,21.74,-3.04,12.36
16,0,37.44,-0.43,8.02
16,0,52.27,6.01,9.23
16,0,60.07,11.58,7.84
16,0,63.60,22.32,15.81
16,0,60.23,33.08,15.97
16,0,58.32,43.20,14.50
16,0,45.81,42.92,24.41
16,0,34.20,43.08,4.56
16,0,21.93,38.48,11.98
16,0,7.95,42.73,5.24
17,0,5.61,-0.79,4.44
17,0,5.55,-2.11,6.12
17,0,22.06,-3.43,9.25
17,0,34.95,-0.24,11.09
17,0,49.88,3.54,12.72
17,0,59.62,10.99,13.53
17,0,60.68,21.58,16.55
17,0,61.09,31.47,15.23
17,0,57.51,42.69,15.11
17,0,44.19,45.65,23.71
17,0,34.34,43.15,3.50
17,0,21.40,38.61,15.52
17,0,3.14,41.37,5.05
18,0,5.75,-2.51,6.17
18,0,9.13,-2.30,6.47
18,0,25.49,-1.03,12.33
18,0,35.75,-0.47,7.79
18,0,49.11,3.91,8.86
18,0,59.52,11.54,7.81
18,0,60.64,24.55,13.10
18,0,65.33,31.52,15.37
18,0,57.38,44.93,17.82
18,0,43.21,42.21,21.11
18,0,31.37,44.19,4.24
18,0,17.89,39.17,15.22
18,0,3.56,42.51,4.16
19,0,6.16,1.11,7.10
19,0,7.37,-2.18,5.42
19,0,23.05,-1.71,9.81
19,0,35.68,-0.36,9.28
19,0,48.72,4.72,12.08
19,0,61.55,10.19,12.47
19,0,61.57,21.17,14.41
19,0,65.17,31.36,17.03
19,0,60.93,43.52,17.29
19,0,43.38,42.36,21.38
19,0,30.15,46.14,7.85
19,0,17.71,42.60,13.09
19,0,7.34,41.07,4.55
20,0,9.86,-1.17,7.54
20,0,5.84,-3.10,3.66
20,0,23.34,-2.87,11.27
20,0,38.68,0.38,7.88
20,0,48.54,3.40,9.46
20,0,61.22,10.56,8.69
20,0,61.29,20.76,13.13
20,0,60.51,31.87,14.13
20,0,60.18,43.55,15.33
20,0,45.20,43.14,22.42
20,0,30.36,44.12,7.02
20,0,20.67,38.91,12.29
20,0,4.45,42.85,4.89
21,0,5.25,1.32,4.87
21,0,5.08,1.94,4.20
21,0,22.24,-1.21,11.17
21,0,38.89,0.04,9.10
21,0,49.02,7.31,9.10
21,0,64.40,9.93,9.67
21,0,64.42,24.27,13.14
21,0,61.01,33.85,14.39
21,0,57.11,45.90,14.46
21,0,45.96,43.92,22.30
21,0,30.64,43.41,6.17
21,0,19.39,40.66,12.50
21,0,3.85,42.51,6.11
22,0,5.55,-2.50,7.56
22,0,9.40,-0.26,7.81
22,0,22.92,-2.69,9.59
22,0,34.82,0.23,13.62
22,0,50.36,5.56,11.87
22,0,60.04,14.70,8.79
22,0,64.15,23.24,13.40
22,0,60.30,31.13,15.64
22,0,56.43,44.70,15.81
22,0,43.53,42.94,21.27
22,0,30.04,43.30,7.02
22,0,18.82,38.86,11.00
22,0,3.59,44.30,4.21
23,0,5.06,-0.43,4.55
23,0,8.91,-1.72,9.17
23,0,21.75,0.73,9.13
23,0,34.71,4.77,8.01
23,0,48.86,4.04,11.70
23,0,61.93,11.87,10.02
23,0,61.09,23.98,13.06
23,0,61.85,32.24,15.20
23,0,61.03,42.88,15.75
23,0,42.71,45.85,24.33
23,0,32.41,43.94,3.55
23,0,22.51,38.08,16.50
23,0,3.45,41.62,4.56
24,0,8.98,-2.99,5.70
24,0,8.48,-0.59,7.52
24,0,21.98,-1.71,9.52
24,0,34.97,0.53,9.22
24,0,48.15,3.33,8.71
24,0,60.07,10.81,9.16
24,0,62.11,23.32,14.25
24,0,60.71,33.27,13.95
24,0,56.49,45.10,17.09
24,0,43.39,43.13,21.12
24,0,29.66,44.44,9.17
24,0,21.93,40.25,11.07
24,0,3.45,43.64,6.05
25,0,6.85,-0.22,4.70
25,0,6.73,-2.43,4.26
25,0,26.42,-3.05,9.15
25,0,34.90,1.36,9.42
25,0,49.93,4.31,10.50
25,0,60.09,10.92,9.41
25,0,65.74,22.49,12.94
25,0,61.81,33.74,14.85
25,0,56.40,44.68,15.75
25,0,47.27,45.25,23.85
25,0,30.06,46.62,4.38
25,0,18.33,41.41,12.44
25,0,3.26,42.51,5.13
26,0,5.99,-2.90,4.88
26,0,8.71,0.35,4.54
26,0,24.20,-2.84,8.83
26,0,38.48,0.69,9.84
26,0,48.87,3.14,8.66
26,0,59.94,11.37,10.56
26,0,60.27,21.33,13.06
26,0,60.96,31.44,16.39
26,0,56.18,43.75,16.32
26,0,46.10,44.73,21.35
26,0,30.72,44.38,3.45
26,0,20.36,38.67,13.15
26,0,5.16,41.68,5.61
27,0,7.58,-2.00,4.39
27,0,5.54,-3.18,4.40
27,0,22.43,-1.21,11.87
27,0,37.56,2.64,12.44
27,0,48.25,4.07,14.12
27,0,59.30,10.09,8.19
27,0,60.75,20.93,13.36
27,0,61.33,31.11,14.94
27,0,56.07,43.54,17.39
27,0,45.64,44.15,23.97
27,0,30.38,43.20,3.59
27,0,19.81,37.82,10.93
27,0,3.45,43.58,5.18
28,0,5.37,0.10,5.81
28,0,6.96,-1.85,4.55
28,0,23.11,0.44,9.85
28,0,37.86,0.66,10.20
28,0,49.53,2.47,8.50
28,0,61.89,13.65,10.43
28,0,61.44,21.12,17.19
28,0,64.60,31.53,17.72
28,0,56.39,43.01,14.94
28,0,44.22,42.81,22.26
28,0,30.12,42.88,5.39
28,0,20.15,37.84,13.39
28,0,4.22,40.97,4.03
29,0,6.38,-3.17,4.96
29,0,8.18,-2.93,3.64
29,0,21.99,-2.96,10.36
29,0,35.34,1.19,8.08
29,0,48.44,2.71,9.81
29,0,60.74,15.32,10.47
29,0,61.23,25.04,14.23
29,0,61.90,32.56,14.01
29,0,57.70,42.90,15.26
29,0,46.74,43.54,22.60
29,0,31.97,42.91,5.05
29,0,20.29,39.85,10.89
29,0,2.98,40.80,6.11
30,0,6.50,-0.26,6.68
30,0,5.44,-1.68,4.03
30,0,27.50,-1.46,9.35
30,0,40.16,1.34,8.70
30,0,51.12,5.35,10.05
30,0,60.38,12.44,8.02
30,0,60.88,22.32,15.02
30,0,60.63,32.51,17.43
30,0,59.21,43.60,16.20
30,0,43.09,42.86,21.83
30,0,31.75,46.50,5.40
30,0,19.62,39.24,11.64
30,0,5.43,41.85,8.52
31,0,9.98,-2.77,9.49
31,0,6.75,-3.14,3.83
31,0,23.73,-1.11,8.92
31,0,38.67,2.02,9.08
31,0,52.52,3.29,8.80
31,0,61.37,10.68,9.29
31,0,62.91,21.36,18.15
31,0,61.13,32.64,18.80
31,0,57.56,44.39,14.64
31,0,46.89,43.39,23.14
31,0,32.25,43.24,3.48
31,0,19.34,40.74,11.19
31,0,3.90,40.77,4.87
32,0,7.89,-0.49,4.61
32,0,5.25,-2.35,6.27
32,0,23.10,-2.56,8.75
32,0,37.32,-0.14,8.02
32,0,49.58,6.53,8.88
32,0,59.73,11.06,8.17
32,0,63.01,25.41,12.50
32,0,60.54,31.17,14.62
32,0,58.01,42.60,15.39
32,0,42.69,45.85,22.59
32,0,30.12,45.13,3.85
32,0,18.89,38.34,12.73
32,0,2.75,43.69,6.31
33,0,7.35,-1.40,5.04
33,0,5.50,-1.85,7.89
33,0,22.15,-3.17,8.96
33,0,36.15,-0.12,10.61
33,0,49.49,4.86,12.14
33,0,60.82,10.93,12.05
33,0,64.02,23.69,14.17
33,0,60.36,31.60,14.42
33,0,56.73,44.59,19.09
33,0,43.09,46.20,21.10
33,0,30.80,46.71,8.60
33,0,19.63,39.03,12.64
33,0,3.95,41.11,3.51
34,0,7.86,-1.11,6.25
34,0,6.61,-2.12,3.74
34,0,24.26,-2.20,9.29
34,0,36.70,-0.38,8.49
34,0,51.14,3.31,8.58
34,0,63.91,9.93,10.86
34,0,61.01,21.07,15.82
34,0,62.34,31.22,15.18
34,0,57.03,44.08,16.13
34,0,43.01,44.83,25.14
34,0,29.61,44.32,3.62
34,0,20.70,39.79,11.80
34,0,4.93,40.81,5.19
35,0,6.44,-0.19,4.03
35,0,6.48,0.89,4.22
35,0,22.18,0.54,10.13
35,0,37.28,0.87,8.63
35,0,52.81,3.73,10.69
35,0,60.44,10.81,11.45
35,0,61.30,23.54,12.63
35,0,61.61,30.93,15.64
35,0,56.50,42.49,16.74
35,0,43.60,46.26,23.38
35,0,32.90,44.45,3.62
35,0,18.22,38.45,12.32
35,0,2.68,41.12,7.67
36,0,6.29,0.69,5.94
36,0,6.42,0.03,4.39
36,0,23.37,-2.99,9.45
36,0,35.48,2.85,7.78
36,0,48.73,4.11,8.74
36,0,59.36,10.62,8.01
36,0,63.21,20.90,14.53
36,0,62.23,31.52,17.21
36,0,57.50,43.38,14.96
36,0,45.35,43.77,21.80
36,0,30.08,46.73,6.00
36,0,23.58,40.20,11.12
36,0,5.41,40.91,6.11
37,0,7.36,-1.49,4.59
37,0,5.57,-0.87,4.05
37,0,22.40,-2.47,8.87
37,0,39.68,0.22,8.49
37,0,51.71,3.07,9.35
37,0,59.83,10.53,13.15
37,0,62.46,23.93,13.61
37,0,60.19,34.25,15.27
37,0,57.10,45.70,16.10
37,0,45.22,47.00,21.85
37,0,30.50,45.04,4.58
37,0,21.48,39.93,15.86
37,0,3.35,41.25,3.54
38,0,6.05,-1.65,4.67
38,0,5.33,-3.21,7.30
38,0,23.99,-3.04,10.13
38,0,37.03,0.52,9.49
38,0,48.85,4.31,9.24
38,0,61.53,10.95,10.97
38,0,61.25,22.59,13.38
38,0,62.76,36.35,17.33
38,0,57.56,44.31,14.58
38,0,43.01,43.21,21.39
38,0,33.96,44.19,5.21
38,0,18.29,38.02,13.03
38,0,6.25,46.04,6.46
39,0,9.88,-0.33,5.25
39,0,8.20,-2.61,4.33
39,0,24.03,-0.93,9.94
39,0,36.44,3.62,8.49
39,0,51.91,3.48,10.25
39,0,60.66,12.39,8.32
39,0,60.84,21.93,15.98
39,0,61.59,32.47,14.33
39,0,56.47,43.85,19.05
39,0,42.96,43.19,21.59
39,0,30.24,46.05,3.50
39,0,18.49,40.14,14.25
39,0,4.12,40.92,4.79
40,0,5.47,-1.71,4.14
40,0,5.36,-0.28,6.60
40,0,23.76,1.81,10.23
40,0,37.39,0.06,9.56
40,0,48.24,5.87,9.29
40,0,60.60,9.92,9.48
40,0,60.98,21.50,15.52
40,0,60.54,33.50,13.96
40,0,56.89,43.58,15.64
40,0,42.67,42.21,24.99
40,0,30.36,43.37,3.91
40,0,18.27,39.56,12.27
40,0,2.68,44.35,5.09
41,0,7.59,-0.65,6.36
41,0,9.14,-0.37,6.97
41,0,24.05,-3.21,9.82
41,0,37.76,-0.22,9.09
41,0,50.40,3.16,10.99
41,0,59.72,9.92,9.33
41,0,64.19,20.99,16.52
41,0,61.17,31.01,17.76
41,0,59.73,43.10,15.52
41,0,42.62,44.04,22.30
41,0,31.76,43.36,5.06
41,0,20.27,40.12,11.72
41,0,4.24,41.12,4.76
42,0,9.19,1.19,6.72
42,0,8.35,-2.46,3.79
42,0,24.58,-2.42,8.77
42,0,35.19,0.22,10.43
42,0,49.53,5.66,9.63
42,0,59.73,9.94,12.13
42,0,64.64,21.11,13.67
42,0,64.33,31.67,18.63
42,0,61.00,44.08,17.65
42,0,45.46,44.34,21.90
42,0,30.53,43.27,4.66
42,0,19.02,38.25,12.14
42,0,3.69,41.72,4.77
43,0,5.82,-2.90,6.13
43,0,8.80,-0.36,7.50
43,0,24.04,-2.62,9.55
43,0,36.37,1.18,10.73
43,0,49.67,5.23,10.13
43,0,62.81,10.11,8.72
43,0,63.99,22.28,13.57
43,0,60.71,30.84,16.37
43,0,59.93,45.45,19.00
43,0,43.03,44.35,21.42
43,0,32.53,47.31,7.55
43,0,17.82,39.17,11.40
43,0,8.01,41.24,5.63
44,0,7.28,-3.05,8.18
44,0,6.82,-2.91,4.05
44,0,22.55,-2.00,10.65
44,0,35.24,4.90,12.12
44,0,48.97,2.42,10.66
44,0,59.92,10.67,8.16
44,0,60.55,20.76,17.46
44,0,61.81,30.95,15.58
44,0,56.99,43.03,17.26
44,0,43.01,43.86,21.45
44,0,34.21,43.95,7.99
44,0,21.47,38.19,12.08
44,0,4.95,42.47,9.07
45,0,9.09,0.44,4.23
45,0,8.63,-2.94,3.52
45,0,22.78,-3.30,12.34
45,0,34.74,-0.01,8.22
45,0,48.15,2.92,8.55
45,0,60.08,11.34,8.73
45,0,64.44,21.73,12.92
45,0,60.50,31.37,14.21
45,0,56.56,44.26,16.31
45,0,42.66,43.39,23.60
45,0,29.76,44.73,3.61
45,0,18.28,39.52,11.12
45,0,4.56,40.62,5.01
46,0,5.18,-2.58,4.26
46,0,5.54,-3.10,4.11
46,0,25.00,-1.95,11.82
46,0,36.77,2.14,8.71
46,0,48.40,2.77,14.32
46,0,62.14,14.81,10.40
46,0,60.52,21.51,15.77
46,0,62.26,33.08,15.17
46,0,56.95,42.53,16.51
46,0,43.46,43.69,21.33
46,0,31.89,46.59,5.50
46,0,18.47,38.69,10.97
46,0,3.35,42.30,5.97
47,0,7.32,-2.39,8.59
47,0,5.22,-1.36,6.46
47,0,23.92,-3.38,9.31
47,0,39.63,0.40,8.05
47,0,51.77,2.73,9.80
47,0,60.69,10.31,8.59
47,0,61.30,22.49,14.20
47,0,61.98,34.31,15.43
47,0,57.38,46.86,15.02
47,0,44.79,43.75,22.26
47,0,32.28,45.51,6.23
47,0,19.13,38.14,13.41
47,0,5.27,42.74,9.11
48,0,10.16,-2.92,5.65
48,0,7.50,-0.64,3.86
48,0,21.92,-3.23,9.21
48,0,35.50,0.36,10.91
48,0,50.85,5.11,10.05
48,0,59.67,13.54,7.91
48,0,64.56,21.49,13.71
48,0,60.20,30.92,18.51
48,0,56.77,44.15,18.16
48,0,44.50,45.69,25.45
48,0,31.11,42.91,4.53
48,0,18.45,40.43,12.31
48,0,3.96,44.73,4.25
49,0,5.20,-2.01,4.19
49,0,6.52,-2.46,5.82
49,0,24.21,-2.27,10.30
49,0,38.98,4.50,11.33
49,0,51.65,4.31,12.92
49,0,59.28,11.55,9.40
49,0,60.46,24.69,12.83
49,0,60.40,33.79,14.27
49,0,57.31,43.09,15.80
49,0,43.10,45.59,21.07
49,0,29.90,42.73,5.63
49,0,18.61,40.73,11.61
49,0,2.71,42.48,4.38
50,0,5.03,-2.85,7.48
50,0,6.98,1.30,4.44
50,0,24.36,-1.11,11.39
50,0,34.99,0.31,13.03
50,0,48.39,3.00,10.39
50,0,62.61,10.77,10.54
50,0,62.18,24.01,16.81
50,0,62.93,33.64,14.57
50,0,59.18,45.09,16.60
50,0,45.95,47.15,23.00
50,0,31.37,45.17,3.51
50,0,20.08,39.35,11.81
50,0,4.15,43.81,3.91
51,0,5.81,1.34,5.32
51,0,6.97,-2.88,5.91
51,0,22.26,-2.98,8.88
51,0,39.61,5.01,9.66
51,0,50.41,8.37,11.25
51,0,59.56,9.94,12.97
51,0,60.60,21.96,13.23
51,0,60.89,31.60,16.28
51,0,58.52,45.33,19.10
51,0,44.41,43.39,21.07
51,0,30.77,44.31,3.60
51,0,19.38,39.65,12.85
51,0,2.92,43.44,3.61
52,0,5.68,-1.55,4.07
52,0,5.76,-2.43,7.36
52,0,22.80,-0.20,10.99
52,0,37.53,2.02,9.21
52,0,52.33,4.39,9.54
52,0,60.25,14.62,9.67
52,0,62.09,20.74,13.62
52,0,64.70,32.49,15.36
52,0,56.29,45.32,15.28
52,0,42.70,42.47,23.16
52,0,29.98,43.38,5.03
52,0,18.00,41.42,14.20
52,0,3.21,41.37,4.80
53,0,6.67,2.69,4.28
53,0,6.40,-2.81,6.68
53,0,23.41,0.54,8.79
53,0,35.87,2.50,8.20
53,0,49.65,4.04,8.67
53,0,60.13,12.27,9.46
53,0,60.71,23.36,14.52
53,0,61.91,31.51,14.24
53,0,56.63,45.28,15.92
53,0,42.61,46.10,23.73
53,0,31.56,44.10,3.95
53,0,21.11,39.44,15.50
53,0,6.35,43.40,3.95
54,0,5.47,-2.13,6.11
54,0,8.02,1.01,5.93
54,0,24.57,-3.38,8.88
54,0,36.38,-0.43,10.98
54,0,48.60,4.54,8.67
54,0,60.51,10.21,7.89
54,0,62.97,24.42,12.88
54,0,61.81,31.81,16.41
54,0,57.67,43.01,15.47
54,0,44.64,44.95,21.93
54,0,30.12,43.42,4.33
54,0,19.87,38.05,14.90
54,0,4.43,44.61,4.71
55,0,9.80,1.63,4.71
55,0,7.43,0.31,3.67
55,0,22.06,1.01,11.22
55,0,35.29,-0.19,9.86
55,0,48.87,3.24,11.70
55,0,64.09,10.33,11.46
55,0,62.77,22.01,13.57
55,0,60.68,32.38,13.99
55,0,56.56,46.30,15.23
55,0,44.12,45.89,21.88
55,0,33.40,46.26,5.25
55,0,18.09,37.77,11.09
55,0,3.16,41.51,6.16
56,0,7.77,-0.53,9.66
56,0,5.51,-0.66,4.81
56,0,23.33,-3.13,10.97
56,0,37.53,0.29,9.40
56,0,50.23,4.67,8.97
56,0,61.15,10.58,9.56
56,0,63.24,21.37,15.17
56,0,62.35,32.65,15.03
56,0,56.64,43.75,19.50
56,0,44.08,42.64,21.01
56,0,30.17,43.23,4.03
56,0,18.79,39.06,14.26
56,0,3.54,43.92,5.12
57,0,7.13,-1.42,6.88
57,0,6.91,-2.27,5.24
57,0,24.26,-2.60,8.96
57,0,37.12,1.54,8.77
57,0,49.51,2.85,9.16
57,0,62.98,12.11,9.67
57,0,60.89,20.69,16.54
57,0,60.73,30.87,14.83
57,0,56.62,42.50,17.29
57,0,43.28,47.43,21.78
57,0,29.90,42.80,4.02
57,0,19.99,38.31,11.79
57,0,5.84,43.89,7.18
58,0,10.96,1.40,8.85
58,0,5.60,-3.18,8.46
58,0,24.80,-0.34,9.05
58,0,35.88,3.59,10.30
58,0,50.52,4.36,9.21
58,0,62.98,9.85,9.32
58,0,61.36,26.56,13.22
58,0,60.47,34.23,15.06
58,0,56.95,44.14,16.31
58,0,43.58,42.40,22.15
58,0,29.57,43.76,9.27
58,0,19.10,38.66,10.97
58,0,4.76,41.87,3.83
59,0,5.17,-2.88,5.94
59,0,5.73,0.64,4.94
59,0,21.71,-2.24,12.27
59,0,35.52,0.26,8.80
59,0,48.36,3.15,13.31
59,0,61.03,13.62,8.92
59,0,64.92,23.20,14.26
59,0,62.91,32.43,14.32
59,0,60.28,44.33,14.84
59,0,44.75,44.26,21.56
59,0,29.96,44.11,5.31
59,0,17.71,38.66,11.94
59,0,3.72,40.93,8.29
60,0,5.12,-2.31,5.99
60,0,5.13,-2.80,5.32
60,0,24.86,-2.59,9.96
60,0,36.41,2.67,11.80
60,0,48.83,2.39,8.53
60,0,59.81,14.48,8.17
60,0,60.52,21.60,18.32
60,0,65.51,34.22,14.33
60,0,56.19,43.87,18.69
60,0,46.29,42.61,23.39
60,0,32.58,46.92,4.24
60,0,18.41,40.92,11.15
60,0,3.81,42.37,4.05
61,0,6.75,-2.89,4.03
61,0,5.21,0.11,3.64
61,0,22.34,-1.78,9.71
61,0,34.76,0.38,8.74
61,0,48.90,4.90,8.76
61,0,60.76,11.56,11.25
61,0,62.52,21.30,12.69
61,0,62.68,30.98,13.99
61,0,57.39,45.09,17.00
61,0,44.28,43.83,23.38
61,0,32.80,43.38,7.89
61,0,18.95,38.70,15.63
61,0,2.93,41.12,6.21
62,0,8.36,-0.80,4.76
62,0,8.07,-2.32,6.82
62,0,27.14,-0.64,8.97
62,0,37.19,1.84,13.37
62,0,49.34,3.90,11.29
62,0,60.49,10.43,8.08
62,0,62.16,22.17,14.07
62,0,63.92,34.37,16.84
62,0,59.82,42.81,16.67
62,0,42.84,42.78,21.85
62,0,30.20,47.69,4.17
62,0,19.24,38.81,11.04
62,0,3.69,45.61,7.11
63,0,7.45,-1.48,4.40
63,0,7.49,-0.15,6.80
63,0,21.97,-3.48,10.79
63,0,35.26,0.02,11.34
63,0,50.00,2.91,9.60
63,0,59.26,10.58,8.52
63,0,60.80,21.80,17.47
63,0,65.14,31.08,15.59
63,0,56.54,47.70,16.25
63,0,42.60,42.64,22.44
63,0,30.30,43.89,3.77
63,0,20.21,39.24,12.67
63,0,6.66,42.99,3.59
64,0,5.01,0.49,4.55
64,0,6.48,-0.48,4.65
64,0,22.57,-3.39,12.76
64,0,35.16,0.54,11.65
64,0,51.70,2.91,12.71
64,0,61.24,11.46,7.77
64,0,61.41,21.17,13.20
64,0,61.75,31.52,17.85
64,0,59.54,44.53,14.99
64,0,42.69,43.84,21.71
64,0,32.78,44.30,4.13
64,0,19.17,39.92,11.48
64,0,4.44,42.76,3.55
65,0,6.04,-1.43,8.17
65,0,5.65,0.02,5.99
65,0,23.40,-2.32,11.69
65,0,35.28,2.43,9.58
65,0,51.04,3.54,9.31
65,0,60.02,11.94,10.04
65,0,60.72,22.93,15.42
65,0,62.25,30.91,15.27
65,0,59.95,42.77,14.99
65,0,45.98,46.08,21.19
65,0,31.60,45.36,4.19
65,0,18.35,38.68,12.20
65,0,3.42,40.67,4.35
66,0,7.62,-2.60,4.54
66,0,5.05,0.65,5.12
66,0,22.32,0.22,9.01
66,0,35.54,-0.46,7.84
66,0,49.32,3.86,10.67
66,0,59.30,11.83,10.84
66,0,62.47,20.82,13.07
66,0,64.39,35.51,14.10
66,0,56.26,43.13,16.77
66,0,45.87,44.27,21.56
66,0,31.97,42.95,3.90
66,0,17.77,40.32,13.84
66,0,4.01,45.34,5.71
67,0,9.47,-2.35,4.86
67,0,5.16,-0.32,4.70
67,0,23.11,-2.84,10.89
67,0,35.23,0.46,7.88
