time,is_exploiting,x,z,y
0,false,,,
581,0,5.17,-0.29,4.47
581,0,16.90,-1.48,12.41
581,0,35.62,1.24,4.04
581,0,47.17,0.29,7.82
581,0,59.34,6.70,5.24
581,0,62.78,16.27,10.09
581,0,60.10,22.43,12.88
581,0,62.39,37.90,13.39
581,0,55.08,46.71,23.94
581,0,39.27,44.95,14.35
581,0,32.95,43.46,13.63
581,0,19.63,39.74,7.59
581,0,3.28,43.28,3.64
582,0,5.31,-2.30,5.22
582,0,16.97,-3.90,10.69
582,0,33.56,0.86,3.76
582,0,47.73,-1.59,8.90
582,0,56.37,5.62,4.00
582,0,62.42,17.16,11.75
582,0,60.21,22.90,10.65
582,0,62.13,37.00,15.33
582,0,52.24,47.80,19.38
582,0,40.96,42.33,15.06
582,0,31.05,40.95,13.14
582,0,18.98,42.37,7.16
582,0,4.48,43.05,4.89
583,0,5.85,0.18,8.78
583,0,16.61,-0.96,12.34
583,0,32.83,0.04,1.75
583,0,47.08,2.97,7.52
583,0,55.04,7.48,3.50
583,0,61.61,13.14,10.71
583,0,63.60,23.11,10.88
583,0,61.00,38.89,15.33
583,0,54.66,44.58,21.24
583,0,40.47,43.86,15.96
583,0,35.24,42.67,12.20
583,0,21.40,38.70,12.16
583,0,8.16,44.07,3.76
584,0,5.80,2.08,7.00
584,0,19.44,-3.49,11.26
584,0,32.04,0.54,3.94
584,0,47.66,2.96,7.92
584,0,54.88,5.19,4.21
584,0,61.31,15.64,10.63
584,0,60.49,22.76,10.47
584,0,62.27,36.47,15.10
584,0,54.06,44.47,19.50
584,0,39.76,42.67,18.14
584,0,30.73,43.52,14.02
584,0,18.27,41.31,6.57
584,0,5.79,45.88,6.54
585,0,8.52,-3.17,4.18
585,0,17.45,-4.25,10.83
585,0,30.44,0.31,6.29
585,0,49.64,2.63,7.44
585,0,58.22,5.59,8.27
585,0,61.87,12.28,13.68
585,0,60.61,22.38,10.50
585,0,62.13,39.26,14.24
585,0,53.60,44.69,20.02
585,0,40.74,42.74,15.09
585,0,29.57,41.60,13.28
585,0,17.56,40.37,6.48
585,0,4.97,44.80,6.50
586,0,6.58,-3.15,6.03
586,0,16.98,-2.55,10.42
586,0,31.63,1.86,2.10
586,0,46.71,-1.27,8.00
586,0,55.34,4.08,4.99
586,0,60.80,11.97,9.91
586,0,60.60,26.01,11.50
586,0,60.67,38.60,16.92
586,0,52.73,46.54,20.37
586,0,38.81,42.87,17.76
586,0,32.92,43.34,12.53
586,0,17.61,40.09,7.73
586,0,4.18,42.83,4.28
587,0,7.87,-2.73,3.98
587,0,17.63,-3.50,14.22
587,0,31.29,1.36,5.07
587,0,47.10,-0.93,8.57
587,0,56.68,2.69,5.73
587,0,61.97,13.43,11.21
587,0,60.46,24.54,13.62
587,0,60.03,36.64,13.03
587,0,56.91,44.81,19.44
587,0,41.80,46.36,14.61
587,0,29.65,41.29,12.60
587,0,18.79,39.33,7.38
587,0,7.77,42.63,4.11
588,0,8.08,-1.99,4.45
588,0,17.54,-3.18,12.34
588,0,31.35,3.83,5.00
588,0,48.72,-1.53,10.02
588,0,54.95,3.99,5.60
588,0,60.43,12.46,14.71
588,0,60.03,27.67,11.02
588,0,64.53,38.67,16.50
588,0,52.95,44.13,19.40
588,0,39.43,43.70,14.83
588,0,30.60,45.20,11.44
588,0,21.57,42.27,7.20
588,0,5.93,42.63,7.34
589,0,5.53,-2.31,3.79
589,0,16.50,-4.38,10.48
589,0,32.08,0.02,2.94
589,0,49.03,-0.60,8.87
589,0,56.80,5.65,7.86
589,0,65.15,14.54,13.13
589,0,60.83,23.65,12.60
589,0,62.26,37.31,15.25
589,0,52.88,46.47,19.62
589,0,40.99,44.91,17.42
589,0,30.27,43.36,14.33
589,0,17.64,39.35,6.51
589,0,4.64,42.39,4.05
590,0,7.78,-2.49,5.03
590,0,16.09,-1.38,12.93
590,0,30.19,1.45,5.51
590,0,46.99,-1.22,8.32
590,0,56.90,3.36,5.43
590,0,60.56,12.18,12.79
590,0,62.65,27.60,15.84
590,0,61.01,37.53,13.54
590,0,52.61,44.61,19.32
590,0,40.23,41.99,15.64
590,0,30.31,43.28,15.00
590,0,20.47,38.51,6.55
590,0,4.33,45.49,3.91
591,0,5.26,-3.04,3.80
591,0,18.65,-3.62,12.56
591,0,31.30,5.52,1.34
591,0,46.65,-0.45,7.42
591,0,56.69,2.86,3.82
591,0,61.15,11.81,11.34
591,0,60.72,23.74,14.44
591,0,63.23,37.59,13.41
591,0,54.16,44.14,20.73
591,0,40.46,46.06,14.87
591,0,29.78,44.87,12.24
591,0,17.18,39.65,7.24
591,0,5.94,45.24,5.41
592,0,5.61,0.56,6.86
592,0,19.64,-4.32,11.66
592,0,30.20,-0.26,2.06
592,0,46.69,-1.75,7.86
592,0,54.49,3.59,7.71
592,0,61.91,13.18,13.24
592,0,60.18,23.63,11.16
592,0,59.96,38.05,15.72
592,0,52.68,47.54,19.91
592,0,39.41,42.88,17.87
592,0,32.11,41.20,12.16
592,0,17.99,39.68,10.74
592,0,4.82,45.67,5.66
593,0,5.28,-2.08,4.55
593,0,16.35,-4.45,11.42
593,0,31.68,0.33,2.89
593,0,48.98,3.17,10.02
593,0,55.85,4.28,4.67
593,0,61.81,14.77,13.96
593,0,64.60,25.24,11.15
593,0,64.17,38.86,14.13
593,0,52.96,47.37,19.84
593,0,43.00,41.93,15.40
593,0,30.01,42.05,14.17
593,0,17.39,40.39,6.77
593,0,5.04,43.22,3.87
594,0,5.02,-2.43,4.10
594,0,16.31,-3.22,13.48
594,0,30.40,2.70,5.80
594,0,47.70,-0.45,8.61
594,0,57.32,8.23,4.02
594,0,61.74,12.04,11.19
594,0,61.46,22.16,12.03
594,0,60.39,42.09,14.70
594,0,53.92,47.72,19.64
594,0,42.32,44.49,16.05
594,0,31.32,42.56,11.22
594,0,22.13,38.51,8.06
594,0,3.64,46.62,9.08
595,0,9.62,-2.63,3.77
595,0,17.06,-3.35,13.28
595,0,30.90,3.18,2.82
595,0,47.32,1.31,8.40
595,0,54.76,3.00,3.88
595,0,60.10,13.76,11.37
595,0,60.68,23.68,14.27
595,0,60.59,38.13,15.39
595,0,52.48,46.04,23.04
595,0,41.47,43.08,19.31
595,0,29.98,41.61,13.68
595,0,18.14,41.86,11.48
595,0,5.04,44.94,6.67
596,0,5.11,-1.53,7.30
596,0,16.59,-4.22,11.36
596,0,31.49,1.36,2.15
596,0,47.87,3.00,8.20
596,0,58.96,5.88,7.05
596,0,63.77,15.74,10.36
596,0,61.71,23.20,14.10
596,0,62.08,38.01,13.20
596,0,52.56,43.78,20.06
596,0,40.30,42.24,17.26
596,0,29.76,43.64,13.33
596,0,19.25,39.14,6.48
596,0,3.85,42.69,4.16
597,0,5.79,-0.70,4.80
597,0,16.87,-1.13,12.57
597,0,34.70,1.28,1.76
597,0,48.92,3.31,9.07
597,0,55.43,2.97,4.23
597,0,61.54,13.55,11.90
597,0,65.19,22.76,11.30
597,0,61.53,41.31,13.28
597,0,53.47,43.93,19.60
597,0,39.29,43.51,16.90
597,0,32.58,41.56,12.99
597,0,19.29,39.08,6.77
597,0,3.41,45.84,4.80
598,0,7.28,-2.67,3.80
598,0,16.18,-3.00,10.86
598,0,31.53,0.63,1.44
598,0,47.03,3.23,8.11
598,0,59.24,6.72,6.68
598,0,60.09,14.84,12.66
598,0,61.58,22.78,10.78
598,0,60.15,41.40,15.54
598,0,54.16,43.75,19.85
598,0,39.67,41.98,15.48
598,0,29.44,40.86,13.16
598,0,22.84,39.95,6.70
598,0,5.75,43.88,5.39
599,0,6.64,-2.83,3.71
599,0,18.29,-3.79,14.23
599,0,33.64,1.04,2.04
599,0,47.69,-0.16,11.19
599,0,54.95,6.80,3.74
599,0,61.42,16.93,15.07
599,0,60.99,22.52,12.16
599,0,63.29,37.03,16.70
599,0,53.23,43.67,19.34
599,0,39.55,43.77,15.47
599,0,30.36,42.79,15.39
599,0,17.37,39.04,7.85
599,0,3.93,42.69,5.80
600,0,7.26,1.50,6.31
600,0,18.52,-0.86,11.50
600,0,30.64,2.51,3.07
600,0,46.40,0.23,11.21
600,0,57.42,2.67,6.69
600,0,60.23,11.95,10.75
600,0,63.04,25.94,13.94
600,0,62.15,36.54,14.42
600,0,53.12,43.69,22.50
600,0,38.67,42.46,16.97
600,0,29.70,40.93,11.47
600,0,17.95,39.86,7.70
600,0,5.69,42.80,3.58
601,0,5.56,-0.40,5.86
601,0,20.84,-2.95,10.94
601,0,34.14,-0.23,3.12
601,0,47.34,-0.51,10.64
601,0,56.78,2.81,4.67
601,0,60.86,13.15,9.91
601,0,60.14,22.41,13.55
601,0,61.26,38.61,15.28
601,0,53.06,43.76,19.61
601,0,39.07,43.28,14.57
601,0,30.85,41.65,12.51
601,0,18.53,44.06,7.78
601,0,4.95,43.17,7.04
602,0,9.54,-0.34,4.24
602,0,21.08,-3.74,10.61
602,0,31.80,1.92,5.44
602,0,47.02,-0.94,7.64
602,0,58.11,2.50,3.48
602,0,60.16,13.86,11.81
602,0,60.51,26.15,13.40
602,0,60.73,39.27,14.93
602,0,53.50,48.20,19.94
602,0,38.66,45.88,16.94
602,0,31.18,42.12,12.60
602,0,20.07,42.02,7.23
602,0,6.88,44.30,4.54
603,0,6.46,-1.95,8.29
603,0,16.17,-4.12,11.61
603,0,33.59,2.62,1.61
603,0,48.94,-1.05,8.31
603,0,57.41,2.93,4.80
603,0,65.11,11.91,10.77
603,0,60.55,22.60,11.61
603,0,61.89,36.66,13.47
603,0,52.72,43.62,23.35
603,0,39.34,42.03,14.42
603,0,30.55,41.64,12.52
603,0,18.00,42.47,6.47
603,0,5.37,43.27,8.68
604,0,7.11,-1.87,7.44
604,0,17.71,-4.35,13.91
604,0,32.96,-0.10,4.34
604,0,50.16,-0.09,8.82
604,0,58.34,2.72,4.47
604,0,60.81,13.72,15.30
604,0,60.88,22.54,11.68
604,0,60.78,39.09,13.18
604,0,52.28,46.63,19.56
604,0,38.70,43.75,15.29
604,0,30.53,42.01,12.89
604,0,18.42,41.79,9.27
604,0,3.14,46.58,4.63
605,0,6.31,-3.14,5.31
605,0,16.09,-0.10,13.02
605,0,34.01,1.72,3.23
605,0,46.47,-1.46,9.40
605,0,54.68,5.73,6.05
605,0,61.96,12.77,11.47
605,0,61.08,25.66,12.19
605,0,60.03,37.29,14.28
605,0,55.56,44.29,20.62
605,0,38.66,41.90,15.00
605,0,31.88,44.29,13.55
605,0,17.46,38.86,6.47
605,0,5.09,42.43,4.54
606,0,7.84,-2.44,5.47
606,0,16.93,-2.97,11.46
606,0,35.17,0.60,2.80
606,0,46.41,-0.63,9.19
606,0,55.36,3.26,3.72
606,0,60.37,14.59,11.93
606,0,60.36,27.92,14.06
606,0,60.70,39.73,17.89
606,0,53.79,43.94,21.97
606,0,38.59,43.53,14.85
606,0,29.51,41.32,11.89
606,0,17.57,41.36,9.48
606,0,3.82,44.42,9.45
607,0,5.55,-1.53,4.99
607,0,16.46,-4.01,13.17
607,0,30.23,-0.29,3.25
607,0,48.76,2.29,7.58
607,0,57.54,5.40,6.33
607,0,60.58,15.62,11.58
607,0,61.68,23.57,11.78
607,0,61.02,36.55,13.55
607,0,52.59,46.58,19.16
607,0,39.44,43.09,14.58
607,0,33.03,44.25,11.74
607,0,19.88,41.34,10.90
607,0,6.44,46.39,4.54
608,0,8.34,-1.16,8.81
608,0,18.54,-4.26,12.30
608,0,35.11,0.95,3.09
608,0,47.21,-0.63,9.53
608,0,57.82,8.25,3.54
608,0,61.24,12.01,10.78
608,0,63.13,27.00,11.76
608,0,61.14,37.18,15.40
608,0,56.01,44.20,20.99
608,0,41.10,43.79,15.87
608,0,29.89,40.76,12.72
608,0,17.45,40.84,8.59
608,0,7.92,44.80,5.84
609,0,7.10,-2.30,3.94
609,0,19.45,-0.45,11.07
609,0,31.01,5.60,3.20
609,0,47.29,-0.24,9.24
609,0,55.76,5.62,3.78
609,0,61.12,14.76,10.22
609,0,63.11,25.91,10.80
609,0,61.87,38.74,16.34
609,0,54.97,47.11,20.86
609,0,41.12,42.16,15.18
609,0,31.89,42.64,15.29
609,0,19.20,38.75,7.44
609,0,3.70,43.15,4.26
610,0,10.76,-3.20,6.66
610,0,17.02,-2.60,10.70
610,0,33.71,2.28,1.39
610,0,46.94,-0.94,7.51
610,0,55.38,3.57,3.65
610,0,60.75,13.52,10.66
610,0,60.16,23.57,10.48
610,0,60.93,36.32,15.51
610,0,56.27,44.57,19.71
610,0,40.23,42.56,15.36
610,0,33.81,41.43,13.98
610,0,18.68,43.36,7.61
610,0,5.60,43.06,4.48
611,0,6.86,-2.64,5.44
611,0,20.52,-4.38,14.33
611,0,30.22,4.02,1.83
611,0,46.48,2.08,8.71
611,0,55.25,5.98,5.04
611,0,64.70,12.82,10.58
611,0,61.63,23.78,11.89
611,0,60.97,36.35,13.09
611,0,56.69,46.15,20.26
611,0,39.54,42.72,14.96
611,0,31.32,44.63,16.19
611,0,17.43,42.75,7.01
611,0,4.43,43.03,4.39
612,0,5.62,-2.31,7.32
612,0,17.22,-4.15,13.36
612,0,32.11,1.34,1.94
612,0,48.40,2.05,8.12
612,0,57.66,4.25,4.53
612,0,62.63,12.54,14.05
612,0,60.58,25.69,10.85
612,0,60.94,40.80,14.63
612,0,55.75,44.02,19.88
612,0,39.93,42.34,16.04
612,0,31.97,44.91,12.00
612,0,17.99,40.56,8.81
612,0,5.70,43.07,8.26
613,0,6.58,-1.35,7.31
613,0,17.68,-3.59,11.26
613,0,32.05,3.57,3.98
613,0,46.60,-0.52,7.71
613,0,55.73,2.75,3.83
613,0,63.47,13.48,11.95
613,0,63.44,23.69,14.85
613,0,61.64,37.07,13.57
613,0,52.92,44.16,21.67
613,0,38.98,42.21,14.26
613,0,30.44,41.46,12.18
613,0,18.94,39.12,7.85
613,0,3.44,43.25,4.48
614,0,6.01,0.15,4.58
614,0,19.13,-2.07,14.36
614,0,30.59,-0.32,3.64
614,0,46.93,-0.44,7.81
614,0,56.71,3.76,5.75
614,0,61.50,12.50,10.63
614,0,61.23,25.83,11.28
614,0,61.78,37.18,14.95
614,0,56.87,45.02,19.86
614,0,40.40,46.38,18.71
614,0,29.50,42.31,11.93
614,0,19.10,38.72,6.98
614,0,3.46,46.92,5.23
615,0,5.56,-2.86,4.28
615,0,20.61,-1.20,14.39
615,0,32.09,3.98,5.47
615,0,47.27,-0.48,8.51
615,0,54.11,4.84,4.61
615,0,60.87,14.41,11.25
615,0,61.51,24.69,10.40
615,0,62.19,37.65,17.17
615,0,57.10,43.87,19.55
615,0,39.52,42.39,16.65
615,0,30.00,40.99,12.30
615,0,17.85,39.39,7.91
615,0,3.55,45.02,4.56
616,0,6.70,-2.37,3.54
616,0,17.52,-0.92,10.61
616,0,33.30,1.17,2.19
616,0,49.05,-0.09,7.53
616,0,57.84,3.25,3.78
616,0,62.38,11.92,15.72
616,0,60.23,23.99,13.36
616,0,62.18,37.20,13.04
616,0,53.03,44.80,19.35
616,0,39.89,42.92,18.90
616,0,31.64,42.01,11.80
616,0,17.15,39.94,7.01
616,0,8.26,44.33,7.34
617,0,6.85,-2.25,4.25
617,0,19.93,0.16,10.33
617,0,34.11,0.50,2.28
617,0,48.58,0.31,8.54
617,0,54.18,3.25,5.98
617,0,60.27,13.76,10.99
617,0,61.87,26.81,11.00
617,0,60.41,37.07,15.75
617,0,57.42,43.70,20.42
617,0,43.27,42.15,15.76
617,0,30.24,40.73,11.79
617,0,19.05,41.24,6.44
617,0,3.60,45.17,4.68
618,0,5.67,-3.12,5.36
618,0,16.17,-1.01,13.79
618,0,31.10,-0.14,1.32
618,0,46.62,-1.58,7.70
618,0,55.48,3.34,6.23
618,0,61.64,13.69,14.74
618,0,60.39,22.74,12.55
618,0,62.71,37.46,15.94
618,0,53.53,44.12,22.82
618,0,39.12,45.68,14.33
618,0,29.65,44.11,12.47
618,0,19.63,39.14,7.17
618,0,3.11,45.80,3.92
619,0,7.81,-1.86,5.00
619,0,16.24,-2.82,10.74
619,0,30.98,-0.12,6.27
619,0,47.45,1.80,9.46
619,0,54.71,6.69,4.71
619,0,60.57,12.35,9.90
619,0,60.74,26.12,10.85
619,0,62.40,37.98,15.94
619,0,52.31,47.54,23.65
619,0,39.58,42.62,17.55
619,0,29.95,40.77,11.39
619,0,18.04,39.20,7.03
619,0,6.83,45.35,7.90
620,0,6.44,-1.44,6.22
620,0,16.19,-4.46,14.74
620,0,32.29,0.91,2.23
620,0,46.61,-1.37,11.02
620,0,57.42,4.84,4.76
620,0,63.56,12.72,14.63
620,0,61.41,26.51,12.43
620,0,64.81,37.58,13.36
620,0,54.41,45.48,20.86
620,0,39.52,41.83,14.71
620,0,35.25,40.96,13.52
620,0,21.18,41.92,11.32
620,0,3.07,45.11,4.45
621,0,7.00,-1.84,4.91
621,0,16.54,-1.20,13.83
621,0,30.82,1.20,4.93
621,0,49.95,-1.23,8.31
621,0,54.69,3.52,3.58
621,0,61.00,16.68,9.89
621,0,60.33,22.43,10.57
621,0,64.80,37.59,13.69
621,0,52.79,44.47,21.78
621,0,43.43,43.13,15.90
621,0,30.34,41.37,12.53
621,0,19.93,42.14,7.16
621,0,4.93,44.78,5.70
622,0,6.76,0.17,6.13
622,0,16.90,-1.33,11.41
622,0,31.55,-0.31,3.06
622,0,47.34,-0.53,7.81
622,0,54.02,2.75,4.62
622,0,62.64,12.01,12.87
622,0,60.63,23.48,10.86
622,0,60.57,37.08,15.33
622,0,52.53,44.71,19.34
622,0,40.62,41.99,16.51
622,0,31.02,41.50,13.79
622,0,17.44,40.87,6.88
622,0,3.51,42.72,4.72
623,0,8.94,-0.95,4.35
623,0,18.94,-2.35,11.53
623,0,31.26,0.24,2.10
623,0,46.95,-1.04,7.51
623,0,55.71,2.54,8.10
623,0,60.33,13.89,13.66
623,0,60.61,27.44,10.58
623,0,61.80,37.04,13.21
623,0,54.80,44.08,20.79
623,0,39.39,46.16,19.95
623,0,30.04,41.57,11.88
623,0,20.87,39.87,7.53
623,0,3.64,47.15,5.62
624,0,9.09,-2.43,4.16
624,0,16.93,-3.63,12.27
624,0,31.86,2.98,3.07
624,0,48.75,-1.53,9.40
624,0,56.18,2.73,3.88
624,0,61.43,14.32,13.45
624,0,62.31,22.78,13.88
624,0,61.59,39.77,13.44
624,0,52.91,44.82,23.77
624,0,39.03,42.82,15.52
624,0,29.97,42.26,13.24
624,0,20.05,40.40,7.15
624,0,3.41,44.05,4.59
625,0,5.40,-1.90,6.27
625,0,18.38,-3.58,10.96
625,0,32.93,0.29,5.09
625,0,46.50,-0.22,8.80
625,0,57.26,3.30,8.77
625,0,65.37,12.40,12.62
625,0,62.02,22.93,10.34
625,0,60.41,36.92,13.29
625,0,55.48,43.90,21.47
625,0,40.07,43.86,17.08
625,0,29.97,43.12,12.16
625,0,17.28,40.95,10.29
625,0,7.45,42.28,4.79
626,0,5.64,-1.40,7.30
626,0,17.09,-3.68,11.29
626,0,33.82,-0.22,4.92
626,0,48.23,0.96,8.81
626,0,55.02,4.02,5.17
626,0,62.80,14.74,13.81
626,0,61.50,24.22,12.08
626,0,60.07,38.69,15.78
626,0,56.18,47.48,19.87
626,0,40.54,45.97,17.15
626,0,29.79,40.90,15.21
626,0,18.68,41.08,11.24
626,0,5.39,42.56,6.57
627,0,8.98,-2.16,4.22
627,0,18.43,-2.24,11.33
627,0,30.80,3.14,4.78
627,0,48.01,-0.20,10.44
627,0,54.82,3.72,7.31
627,0,60.38,14.20,10.06
627,0,60.43,22.89,12.64
627,0,60.17,36.94,13.72
627,0,52.45,48.44,19.64
627,0,41.47,45.00,18.60
627,0,30.95,40.96,11.42
627,0,18.23,40.39,6.54
627,0,5.35,43.30,4.10
628,0,5.19,-2.98,6.95
628,0,16.67,-3.93,11.73
628,0,30.72,-0.31,4.01
628,0,48.00,1.29,7.62
628,0,54.45,4.26,8.65
628,0,62.94,12.48,11.72
628,0,63.12,22.56,11.54
628,0,63.49,37.25,13.95
628,0,54.03,43.62,19.72
628,0,39.13,42.37,14.16
628,0,31.76,40.95,11.58
628,0,20.23,42.26,9.03
628,0,3.80,42.52,5.85
629,0,9.79,-2.32,3.71
629,0,17.11,-4.15,12.83
629,0,32.07,5.64,2.16
629,0,46.76,-1.15,10.19
629,0,54.50,4.56,6.83
629,0,60.81,13.30,11.19
629,0,60.56,22.59,10.92
629,0,61.12,36.34,14.46
629,0,52.48,46.68,22.08
629,0,38.57,41.85,14.55
629,0,30.86,41.23,13.54
629,0,19.88,38.92,7.86
629,0,5.45,45.25,5.34
630,0,6.26,0.61,4.86
630,0,17.41,-4.00,11.07
630,0,32.67,1.96,3.50
630,0,50.03,-1.72,10.70
630,0,55.02,5.05,5.94
630,0,62.56,12.52,10.65
630,0,60.79,23.30,15.59
630,0,60.19,39.28,13.54
630,0,53.08,43.93,21.70
630,0,43.38,42.28,16.90
630,0,31.19,41.46,11.37
630,0,17.31,38.75,6.73
630,0,5.10,44.22,4.96
631,0,8.33,-2.94,5.58
631,0,17.76,-2.41,11.04
631,0,30.89,0.46,5.01
631,0,35.56,14.16,4.77
631,0,25.39,23.90,13.05
631,0,26.36,37.07,11.98
631,0,26.31,36.43,11.10
631,0,22.12,34.28,13.55
631,0,10.18,42.11,4.69
631,0,-2.08,43.56,14.36
631,0,-1.88,43.60,8.73
632,0,8.36,-2.62,7.47
632,0,17.57,-0.85,15.69
632,0,30.44,0.62,3.18
632,0,32.49,14.06,7.05
632,0,27.90,23.72,10.53
632,0,23.70,37.17,12.51
632,0,23.83,36.64,12.63
632,0,21.65,37.03,11.35
632,0,9.71,41.81,4.25
632,0,-1.99,42.50,10.62
632,0,-2.06,45.00,10.13
633,0,7.46,0.86,3.80
633,0,18.28,-5.59,13.63
633,0,29.49,-0.07,2.46
633,0,31.71,15.38,4.86
633,0,26.76,23.57,11.43
633,0,24.58,38.32,13.16
633,0,25.81,39.81,10.34
633,0,21.37,34.08,12.28
633,0,9.19,42.88,6.18
633,0,0.84,45.96,10.81
633,0,-0.92,45.86,8.15
634,0,9.92,-3.01,5.78
634,0,17.78,-0.23,16.89
634,0,32.30,1.76,1.98
634,0,34.96,15.17,4.85
634,0,26.64,24.33,12.82
634,0,24.93,35.88,11.36
634,0,27.90,37.63,10.34
634,0,21.41,35.51,15.06
634,0,8.60,43.25,6.40
634,0,-2.15,43.33,11.07
634,0,-3.39,42.76,8.40
635,0,5.80,0.63,6.29
635,0,18.56,-5.18,11.43
635,0,32.69,0.24,2.16
635,0,32.25,17.96,4.01
635,0,28.23,28.35,10.71
635,0,24.65,37.66,13.69
635,0,23.73,39.98,10.76
635,0,20.34,34.96,11.35
635,0,10.65,41.50,5.33
635,0,0.18,43.57,14.28
635,0,0.76,44.85,11.64
636,0,5.98,0.62,7.44
636,0,17.05,-4.05,12.92
636,0,30.96,3.81,2.49
636,0,34.67,15.45,4.82
636,0,25.38,25.23,12.89
636,0,23.82,36.01,11.61
636,0,26.84,36.71,13.33
636,0,22.42,39.46,12.52
636,0,8.88,42.43,6.33
636,0,-1.72,42.62,13.75
636,0,-3.04,42.68,12.04
637,0,5.73,-0.44,4.46
637,0,20.20,-3.50,11.09
637,0,31.12,1.28,5.59
637,0,36.30,13.21,5.44
637,0,29.10,25.30,15.74
637,0,24.92,35.59,15.11
637,0,27.31,36.52,14.81
637,0,19.74,34.67,12.72
637,0,8.89,42.68,8.09
637,0,-2.67,44.93,11.43
637,0,-0.69,43.34,11.04
638,0,6.03,-2.42,4.13
638,0,19.02,-5.46,14.63
638,0,34.61,1.46,2.71
638,0,36.15,14.10,6.05
638,0,26.04,23.54,10.87
638,0,24.41,36.19,11.42
638,0,27.43,37.46,11.33
638,0,21.87,34.29,11.47
638,0,8.43,44.50,4.26
638,0,-2.01,42.24,11.11
638,0,-0.43,42.60,10.63
639,0,8.57,-2.32,3.65
639,0,16.89,-4.25,11.27
639,0,29.94,0.07,3.67
639,0,31.43,15.25,6.92
639,0,25.74,24.61,10.47
639,0,24.24,36.26,15.71
639,0,26.40,37.59,9.98
639,0,21.00,37.37,14.17
639,0,8.69,44.53,4.01
639,0,1.71,42.33,15.24
639,0,0.85,43.38,10.84
640,0,6.46,-2.33,5.40
640,0,19.24,-4.80,12.29
640,0,33.08,4.27,1.63
640,0,35.38,14.19,3.48
640,0,25.16,23.22,11.88
640,0,24.17,35.31,11.14
640,0,23.78,36.51,11.45
640,0,20.78,36.39,11.04
640,0,9.29,42.15,5.72
640,0,0.26,43.43,11.42
640,0,-2.37,45.56,8.58
641,0,6.68,-1.92,3.99
641,0,19.46,-4.28,13.59
641,0,29.67,4.86,2.60
641,0,32.22,14.11,5.57
641,0,25.81,26.82,12.25
641,0,24.29,35.59,12.10
641,0,24.14,36.46,12.86
641,0,19.97,34.30,15.41
641,0,9.29,41.08,6.58
641,0,-1.88,42.31,11.52
641,0,-2.02,43.14,8.33
642,0,5.85,-1.69,5.55
642,0,19.24,-5.28,12.80
642,0,30.08,5.16,1.68
642,0,34.73,15.61,6.58
642,0,26.77,26.13,13.29
642,0,23.88,36.19,11.41
642,0,23.64,36.57,11.74
642,0,20.11,34.28,16.76
642,0,10.29,41.60,4.25
642,0,0.71,43.00,13.51
642,0,-1.43,48.01,9.78
643,0,5.06,-0.45,9.23
643,0,21.26,-3.92,10.99
643,0,29.42,2.79,1.84
643,0,33.62,13.64,4.12
643,0,27.02,24.20,12.59
643,0,25.71,39.50,12.88
643,0,23.56,39.90,13.59
643,0,23.34,36.76,13.24
643,0,9.53,43.38,5.35
643,0,-0.43,42.19,12.97
643,0,0.15,47.70,10.05
644,0,6.17,-3.10,5.27
644,0,20.45,-3.15,16.27
644,0,31.16,2.21,2.10
644,0,32.83,13.98,4.56
644,0,26.28,26.68,12.25
644,0,25.66,37.59,13.18
644,0,23.54,36.91,10.39
644,0,22.93,35.23,13.72
644,0,10.57,41.49,4.19
644,0,0.70,41.89,10.52
644,0,-2.86,43.13,9.24
645,0,5.34,-2.57,3.69
645,0,17.95,-5.51,13.48
645,0,30.22,0.05,2.22
645,0,34.51,14.18,4.30
645,0,26.89,27.05,10.50
645,0,24.01,38.45,13.22
645,0,25.85,36.91,10.34
645,0,22.72,35.95,15.47
645,0,9.84,41.24,6.47
645,0,-1.13,44.02,11.01
645,0,-0.13,43.02,11.52
646,0,5.24,-0.43,5.04
646,0,17.88,-5.49,14.71
646,0,31.61,1.04,4.06
646,0,31.27,15.11,6.33
646,0,27.43,25.67,10.50
646,0,25.69,36.43,11.53
646,0,24.09,36.93,14.59
646,0,24.07,38.29,12.52
646,0,10.38,43.67,4.08
646,0,-1.29,41.99,11.99
646,0,2.40,43.96,7.92
647,0,5.37,-2.62,3.55
647,0,17.36,-5.62,12.40
647,0,34.91,0.05,4.72
647,0,31.92,16.89,4.62
647,0,26.51,25.67,14.30
647,0,24.77,36.50,11.99
647,0,24.30,36.53,12.95
647,0,23.20,34.22,10.82
647,0,8.99,41.07,7.23
647,0,0.76,43.26,12.67
647,0,-3.17,42.68,8.15
648,0,7.96,-1.97,5.37
648,0,17.86,-5.55,11.62
648,0,31.58,0.19,5.36
648,0,35.45,15.21,6.31
648,0,27.83,27.08,11.93
648,0,25.19,35.45,11.25
648,0,24.70,37.92,14.66
648,0,22.23,35.89,11.95
648,0,8.77,45.79,4.39
648,0,-1.84,43.81,12.55
648,0,-0.93,44.62,10.15
649,0,5.68,-1.32,5.12
649,0,19.50,-4.15,13.69
649,0,29.41,2.69,2.06
649,0,31.60,17.06,5.42
649,0,29.17,24.34,11.14
649,0,25.78,36.62,11.40
649,0,25.35,40.46,10.24
649,0,22.41,36.07,11.40
649,0,9.09,41.94,5.01
649,0,-0.88,42.54,15.35
649,0,-1.54,43.03,9.50
650,0,7.31,0.18,3.72
650,0,18.55,-3.75,12.32
